# Description: This file is for creating figure.
# This file is generated by program. Do not change the contain of file!.
#
#[srcIpAddress,dstIpAddress,dstPort,Protocol]-label-x-y 
('147.32.84.165', '66.197.230.37', '53', 'udp')<<<MALWARE<<<8<<<0
('147.32.84.165', '91.203.175.83', '3128', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '167.127.98.30', '25', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '195.208.0.121', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '119.152.220.218', '6667', 'tcp')<<<MALWARE<<<1<<<0
('147.32.84.165', '85.192.32.6', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '194.179.34.52', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '66.135.225.68', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '64.120.231.2', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '207.115.37.23', '25', 'tcp')<<<MALWARE<<<76<<<0
('147.32.84.165', '98.175.232.130', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '203.97.94.148', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '89.249.18.14', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '195.78.87.96', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '195.54.163.64', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '195.113.232.82', '80', 'tcp')<<<MALWARE<<<28<<<0
('147.32.84.165', '87.101.19.76', '6667', 'tcp')<<<MALWARE<<<3<<<0
('147.32.84.165', '203.124.10.223', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '195.46.116.1', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '192.115.141.253', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '194.87.50.148', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '81.177.24.21', '25', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '66.77.179.12', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '217.11.254.90', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '192.228.79.205', '53', 'udp')<<<NORMAL<<<1<<<0
('147.32.84.165', '81.177.26.77', '25', 'tcp')<<<MALWARE<<<20<<<0
('147.32.84.165', '67.19.71.20', '53', 'udp')<<<MALWARE<<<4<<<0
('147.32.84.165', '62.76.169.7', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '192.134.0.129', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '192.174.68.10', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '64.78.22.100', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '85.195.121.6', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '217.161.98.212', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '91.121.49.79', '25', 'tcp')<<<MALWARE<<<16<<<0
('147.32.84.165', '78.47.84.50', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '98.137.54.238', '25', 'tcp')<<<MALWARE<<<64<<<0
('147.32.84.165', '212.95.58.71', '25', 'tcp')<<<MALWARE<<<6<<<0
('212.117.171.138', '147.32.84.165', '4618', 'tcp')<<<NORMAL<<<1<<<0
('147.32.84.165', '119.154.54.142', '6667', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '81.9.5.194', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '65.254.254.54', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '193.239.149.3', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '199.254.31.1', '53', 'udp')<<<MALWARE<<<4<<<0
('147.32.84.165', '195.146.67.100', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '69.167.181.201', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '66.197.214.73', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '115.184.216.90', '3128', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '66.36.236.47', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '81.19.82.66', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '59.48.7.168', '6667', 'tcp')<<<MALWARE<<<9<<<0
('147.32.84.165', '81.228.8.16', '3', 'icmp')<<<MALWARE<<<1<<<0
('147.32.84.165', '130.94.149.85', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '95.173.128.77', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '116.72.72.149', '6667', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '72.14.164.85', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '80.92.67.140', '53', 'udp')<<<MALWARE<<<1<<<0
('213.80.130.122', '147.32.84.165', '3', 'icmp')<<<NORMAL<<<1<<<0
('147.32.84.165', '213.47.215.227', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '64.18.7.13', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '166.70.12.20', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '61.17.216.11', '6667', 'tcp')<<<MALWARE<<<2<<<0
('80.98.191.57', '147.32.84.165', '0', 'icmp')<<<NORMAL<<<1<<<0
('147.32.84.165', '217.10.132.144', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '84.25.41.150', '6667', 'tcp')<<<MALWARE<<<5<<<0
('147.32.84.165', '207.115.21.23', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '89.108.70.32', '25', 'tcp')<<<MALWARE<<<16<<<0
('147.32.84.165', '174.37.109.44', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '216.69.185.100', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '193.232.159.33', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '210.211.186.109', '6667', 'tcp')<<<MALWARE<<<1<<<0
('147.32.84.165', '208.76.61.100', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '46.4.54.212', '25', 'tcp')<<<MALWARE<<<24<<<0
('147.32.84.165', '213.139.255.18', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '91.206.222.71', '25', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '168.187.75.100', '6667', 'tcp')<<<MALWARE<<<5<<<0
('147.32.84.165', '77.222.142.5', '53', 'udp')<<<MALWARE<<<8<<<0
('147.32.84.165', '84.40.69.185', '6667', 'tcp')<<<MALWARE<<<3<<<0
('147.32.84.165', '205.188.190.1', '25', 'tcp')<<<MALWARE<<<506<<<0
('147.32.84.165', '88.198.43.244', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '212.38.97.3', '53', 'udp')<<<MALWARE<<<14<<<0
('147.32.84.165', '79.113.190.202', '6667', 'tcp')<<<MALWARE<<<7<<<0
('147.32.84.165', '123.100.1.212', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '195.23.128.251', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '204.147.180.6', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '217.19.6.21', '6667', 'tcp')<<<MALWARE<<<1<<<0
('147.32.84.165', '77.221.129.186', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '207.115.11.16', '25', 'tcp')<<<MALWARE<<<24<<<0
('147.32.84.165', '165.160.14.20', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '195.88.191.59', '80', 'tcp')<<<MALWARE<<<7<<<0
('147.32.84.165', '91.217.21.170', '53', 'udp')<<<MALWARE<<<14<<<0
('111.221.102.89', '147.32.84.165', '58896', 'tcp')<<<NORMAL<<<1<<<0
('147.32.84.165', '85.13.141.104', '25', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '87.245.160.247', '25', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '46.188.12.33', '25', 'tcp')<<<MALWARE<<<8<<<0
('147.32.84.165', '195.128.174.71', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '80.72.114.2', '53', 'udp')<<<MALWARE<<<3<<<0
('147.32.84.165', '91.206.222.72', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '89.108.118.81', '25', 'tcp')<<<MALWARE<<<12<<<0
('147.32.84.165', '188.72.210.30', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '208.69.48.6', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '79.174.74.74', '53', 'udp')<<<MALWARE<<<34<<<0
('147.32.84.165', '168.95.5.51', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '210.202.48.66', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '75.127.96.10', '53', 'udp')<<<MALWARE<<<3<<<0
('147.32.84.165', '46.4.116.200', '25', 'tcp')<<<MALWARE<<<14<<<0
('147.32.84.165', '212.95.58.71', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '65.54.188.94', '25', 'tcp')<<<MALWARE<<<62<<<0
('147.32.84.165', '212.60.50.101', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '178.208.82.126', '25', 'tcp')<<<MALWARE<<<10<<<0
('147.32.84.165', '209.204.203.108', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '195.128.50.221', '53', 'udp')<<<MALWARE<<<18<<<0
('147.32.84.165', '46.4.86.134', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '62.149.225.190', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '64.70.19.80', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '209.51.200.34', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '91.198.26.11', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '195.244.245.7', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '217.151.130.35', '25', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '162.130.196.144', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '64.12.90.98', '25', 'tcp')<<<MALWARE<<<146<<<0
('147.32.84.165', '80.84.34.78', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '217.67.178.162', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '201.65.242.60', '6667', 'tcp')<<<MALWARE<<<3<<<0
('147.32.84.165', '188.40.151.232', '25', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '72.233.42.146', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '216.163.188.58', '25', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '194.146.106.50', '53', 'udp')<<<MALWARE<<<3<<<0
('147.32.84.165', '83.222.5.194', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '14.98.87.197', '6667', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '89.108.122.90', '25', 'tcp')<<<MALWARE<<<8<<<0
('147.32.84.165', '77.220.185.144', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '203.5.59.236', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '209.86.93.122', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '193.106.92.148', '53', 'udp')<<<MALWARE<<<5<<<0
('147.32.84.165', '205.188.146.194', '25', 'tcp')<<<MALWARE<<<18<<<0
('147.32.84.165', '199.19.57.1', '53', 'udp')<<<MALWARE<<<17<<<0
('147.32.84.165', '91.219.24.184', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '62.109.21.242', '25', 'tcp')<<<MALWARE<<<10<<<0
('147.32.84.165', '78.47.37.1', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '210.172.144.10', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '67.197.150.10', '6667', 'tcp')<<<MALWARE<<<1<<<0
('147.32.84.165', '91.197.131.12', '53', 'udp')<<<MALWARE<<<7<<<0
('147.32.84.165', '82.179.244.244', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '194.30.220.110', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '194.146.106.30', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '204.255.212.244', '25', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '77.232.152.51', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '119.154.117.193', '6667', 'tcp')<<<MALWARE<<<3<<<0
('147.32.84.165', '130.226.1.4', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '81.30.112.202', '25', 'tcp')<<<MALWARE<<<8<<<0
('147.32.84.165', '217.114.63.251', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '196.192.41.18', '6667', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '75.180.133.40', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '212.122.30.130', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '119.154.130.96', '6667', 'tcp')<<<MALWARE<<<5<<<0
('147.32.84.165', '72.8.150.11', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '151.189.21.118', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '156.154.124.65', '53', 'udp')<<<MALWARE<<<7<<<0
('147.32.84.165', '212.48.143.201', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '85.158.139.83', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '74.125.224.243', '443', 'tcp')<<<MALWARE<<<1<<<1
('147.32.84.165', '119.154.131.100', '6667', 'tcp')<<<MALWARE<<<8<<<0
('147.32.84.165', '83.242.140.21', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '195.16.88.67', '25', 'tcp')<<<MALWARE<<<10<<<0
('147.32.84.165', '91.209.127.12', '25', 'tcp')<<<MALWARE<<<10<<<0
('147.32.84.165', '109.74.197.75', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '213.132.77.44', '53', 'udp')<<<MALWARE<<<3<<<0
('147.32.84.165', '120.63.27.163', '6667', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '89.175.251.227', '53', 'udp')<<<MALWARE<<<3<<<0
('147.32.84.165', '89.111.189.30', '53', 'udp')<<<MALWARE<<<3<<<0
('147.32.84.165', '193.29.206.1', '53', 'udp')<<<MALWARE<<<4<<<0
('147.32.84.165', '216.99.131.14', '25', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '114.108.154.238', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '64.29.145.43', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '195.43.94.4', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '41.220.18.106', '6667', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '194.50.104.132', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '193.206.141.46', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '62.84.98.7', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '64.184.32.12', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '199.246.162.3', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '80.67.18.126', '25', 'tcp')<<<MALWARE<<<8<<<0
('147.32.84.165', '194.0.9.1', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '158.52.11.15', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '195.54.209.178', '25', 'tcp')<<<MALWARE<<<12<<<0
('147.32.84.165', '74.86.171.245', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '85.186.104.184', '6667', 'tcp')<<<MALWARE<<<1<<<0
('147.32.84.165', '89.34.230.250', '6667', 'tcp')<<<MALWARE<<<1<<<0
('147.32.84.165', '88.198.65.167', '25', 'tcp')<<<MALWARE<<<10<<<0
('147.32.84.165', '194.67.2.109', '53', 'udp')<<<MALWARE<<<12<<<0
('147.32.84.165', '174.133.52.66', '53', 'udp')<<<MALWARE<<<3<<<0
('147.32.84.165', '27.251.19.95', '6667', 'tcp')<<<MALWARE<<<7<<<0
('147.32.84.165', '203.27.227.61', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '95.169.184.33', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '92.47.176.195', '6667', 'tcp')<<<MALWARE<<<1<<<0
('147.32.84.165', '70.61.177.124', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '195.70.55.105', '53', 'udp')<<<MALWARE<<<3<<<0
('147.32.84.165', '85.233.128.67', '25', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '212.45.2.5', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '72.16.141.187', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '203.99.196.252', '25', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '95.173.131.22', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '89.108.108.33', '53', 'udp')<<<MALWARE<<<4<<<0
('147.32.84.165', '89.208.153.2', '25', 'tcp')<<<MALWARE<<<10<<<0
('147.32.84.165', '93.103.2.3', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '87.242.115.87', '25', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '61.17.216.6', '6667', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '93.170.24.242', '25', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '121.101.152.99', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '139.142.139.89', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '99.198.106.66', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '199.19.53.1', '53', 'udp')<<<MALWARE<<<12<<<0
('147.32.84.165', '213.178.60.138', '25', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '89.108.111.105', '53', 'udp')<<<MALWARE<<<3<<<0
('147.32.84.165', '217.77.176.17', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '221.226.242.228', '6667', 'tcp')<<<MALWARE<<<3<<<0
('147.32.84.165', '212.176.216.82', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '209.85.143.27', '25', 'tcp')<<<MALWARE<<<694<<<0
('147.32.84.165', '178.162.145.144', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '88.198.12.195', '53', 'udp')<<<MALWARE<<<3<<<0
('147.32.84.165', '59.48.7.162', '6667', 'tcp')<<<MALWARE<<<3<<<0
('147.32.84.165', '69.172.135.3', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '64.12.139.193', '25', 'tcp')<<<MALWARE<<<419<<<0
('147.32.84.165', '109.104.70.194', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '94.23.66.5', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '91.204.73.43', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '66.43.210.221', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '81.199.182.101', '6667', 'tcp')<<<MALWARE<<<3<<<0
('147.32.84.165', '96.9.189.10', '53', 'udp')<<<MALWARE<<<6<<<0
('147.32.84.165', '89.188.104.85', '53', 'udp')<<<MALWARE<<<10<<<0
('147.32.84.165', '204.93.172.6', '25', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '216.159.168.184', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '41.251.251.106', '6667', 'tcp')<<<MALWARE<<<9<<<0
('147.32.84.165', '72.167.238.201', '25', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '212.89.225.134', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '91.194.160.1', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '219.109.215.203', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '217.21.62.243', '25', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '194.28.87.65', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '145.253.2.19', '53', 'udp')<<<MALWARE<<<4<<<0
('147.32.84.165', '213.188.37.84', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '168.95.6.58', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '195.66.241.178', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '203.88.156.201', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '87.242.110.7', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '195.131.4.160', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '188.138.90.31', '25', 'tcp')<<<MALWARE<<<10<<<0
('147.32.84.165', '217.16.101.209', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '96.30.21.168', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '199.19.56.1', '53', 'udp')<<<MALWARE<<<17<<<0
('147.32.84.165', '207.154.15.61', '25', 'tcp')<<<MALWARE<<<2<<<0
('76.166.5.186', '147.32.84.165', '1', 'icmp')<<<NORMAL<<<1<<<0
('147.32.84.165', '217.151.128.35', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '217.16.28.65', '25', 'tcp')<<<MALWARE<<<79<<<0
('147.32.84.165', '89.253.98.138', '6667', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '195.54.162.79', '25', 'tcp')<<<MALWARE<<<10<<<0
('147.32.84.165', '192.12.94.30', '53', 'udp')<<<MALWARE<<<48<<<0
('147.32.84.165', '217.74.43.199', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '72.3.161.35', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '216.163.188.54', '25', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '68.6.19.3', '25', 'tcp')<<<MALWARE<<<28<<<0
('147.32.84.165', '208.101.60.120', '25', 'tcp')<<<MALWARE<<<12<<<0
('147.32.84.165', '194.2.0.80', '25', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '213.85.107.146', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '83.164.192.3', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '202.186.13.31', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '149.20.56.132', '53', 'udp')<<<MALWARE<<<3<<<0
('147.32.84.165', '95.163.69.51', '53', 'udp')<<<MALWARE<<<83<<<0
('147.32.84.165', '193.106.72.254', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '89.250.152.1', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '193.138.235.61', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '64.191.120.172', '53', 'udp')<<<MALWARE<<<3<<<0
('147.32.84.165', '200.44.32.36', '25', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '95.172.94.28', '80', 'tcp')<<<MALWARE<<<1<<<0
('147.32.84.165', '89.111.176.149', '25', 'tcp')<<<MALWARE<<<10<<<0
('147.32.84.165', '65.123.201.4', '25', 'tcp')<<<MALWARE<<<1<<<0
('147.32.84.165', '98.124.192.1', '53', 'udp')<<<MALWARE<<<3<<<0
('147.32.84.165', '192.26.92.35', '53', 'udp')<<<MALWARE<<<4<<<0
('147.32.84.165', '216.246.55.133', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '207.126.147.12', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '188.190.97.30', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '88.212.221.11', '53', 'udp')<<<MALWARE<<<5<<<0
('147.32.84.165', '219.94.105.182', '6667', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '66.197.153.117', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '195.137.170.44', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '200.53.110.7', '6667', 'tcp')<<<MALWARE<<<1<<<0
('147.32.84.165', '173.192.170.88', '80', 'tcp')<<<MALWARE<<<373<<<0
('147.32.84.165', '208.65.145.11', '25', 'tcp')<<<MALWARE<<<4<<<0
('147.32.84.165', '91.224.141.226', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '74.220.207.122', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '212.117.171.138', '65500', 'tcp')<<<MALWARE<<<329<<<0
('147.32.84.165', '193.92.150.20', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '74.52.124.3', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '207.115.37.20', '25', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '123.27.93.41', '6667', 'tcp')<<<MALWARE<<<3<<<0
('147.32.84.165', '188.72.246.72', '53', 'udp')<<<MALWARE<<<4<<<0
('147.32.84.165', '150.12.74.3', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '204.61.216.12', '53', 'udp')<<<MALWARE<<<4<<<0
('147.32.84.165', '216.99.131.4', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '85.95.169.242', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '74.6.140.30', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '87.118.97.111', '53', 'udp')<<<MALWARE<<<4<<<0
('147.32.84.165', '188.40.117.142', '25', 'tcp')<<<MALWARE<<<12<<<0
('147.32.84.165', '94.245.116.11', '80', 'tcp')<<<MALWARE<<<1<<<0
('147.32.84.165', '202.218.102.82', '25', 'tcp')<<<MALWARE<<<2<<<0
('111.221.102.89', '147.32.84.165', '57118', 'tcp')<<<NORMAL<<<1<<<0
('147.32.84.165', '125.5.96.59', '25', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '216.69.185.28', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '91.209.127.37', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '95.169.189.196', '25', 'tcp')<<<MALWARE<<<6<<<0
('147.32.84.165', '90.188.32.22', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '46.4.7.253', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '165.21.74.116', '25', 'tcp')<<<MALWARE<<<12<<<0
('147.32.84.165', '174.122.156.99', '53', 'udp')<<<MALWARE<<<1<<<0
('147.32.84.165', '178.126.207.235', '6667', 'tcp')<<<MALWARE<<<2<<<0
('147.32.84.165', '117.204.66.49', '6667', 'tcp')<<<MALWARE<<<1<<<0
('147.32.84.165', '216.69.185.35', '53', 'udp')<<<MALWARE<<<2<<<0
('147.32.84.165', '205.188.159.42', '25', 'tcp')<<<MALWARE<<<140<<<0
